,id,주류,중분류,주류명,생산국가,생산자/제조사,포도품종,주원료,용량,도수,음용온도,추천음식,특징,당도,바디,산도,타닌,맛
880,881,위스키,,아벨라워 10년,스코틀랜드,,,,700,40.0,,,"Colour: Gold.Nose: The dry, fresh, fruity aromas of early autumn apples and pears are subtly enhanced with sweet notes of vanilla and mint toffee.Palate: Exceptionally smooth and creamy, with spicy-sweet nutmeg and honey combining with the freshness of autumn fruits.Finish: Long, soft and warming.",,,,,
881,882,위스키,,아벨라워12년,영국,,,,700,40.0,,,,,,,,
882,883,위스키,,아벨라워16년,영국,,,,700,40.0,,,,,,,,
883,884,위스키,,야마자키 18년,일본,,,,700,43.0,,,,,,,,
884,885,위스키,,야마자키12년,일본,,,,700,43.0,,,,,,,,
885,886,위스키,,야마자키DR,일본,,,,700,43.0,,,야마자키 위스키는 일본 최초의 싱글몰트 위스키 증류소인 오사카 ‘야마자키 증류소’에서 만들어지는 최고급 싱글몰트 위스키다. 야마자키 DR은 야마자키 제품으로는 드물게 연산이 표시되지 않는 제품으로 일본에서 출시하자마자 큰 인기를 끌며 핵심 제품으로 자리 잡았다. 야마자기 DR은 야마자기 증류소 위스키 원액을 프랑스 보르도 레드와인 오크통과 유러피안 셰리와인을 숙성시켰던 오크통 그리고 핵심인 일본 참나무통에서 숙성 된 원액을 최고의 맛을 낼 수 있도록 조화롭게 블렌딩 해 만들었다115.,,,,,
886,887,위스키,,에반 윌리엄스,미국,,,,700,43.0,,,,,,,,
887,888,위스키,,에반윌리암스,미국,,,,750,43.3,,,,,,,,
888,889,위스키,,에버펠디12년,영국,,,,750,40.0,,,,,,,,
889,890,위스키,,에피큐리안,영국,,,,700,46.2,,,,,,,,
890,891,위스키,,옐로우로즈,미국,,,,700,40.0,,,,,,,,
891,892,위스키,,옐로우스톤셀렉트,미국,,,,700,46.5,,,,,,,,
892,893,위스키,,오마르 싱글몰트 버번,대만,,,,700,46.0,,,,,,,,
893,894,위스키,,오마르 싱글몰트 쉐리,대만,,,,700,46.0,,,,,,,,
894,895,위스키,,오반 14년 (싱글몰트),영국,,,,700,43.0,,,오반은 스코틀랜드 북부인 하일런스 서쪽 해안에 1794년에 세워진 증류소의 이름이자 해당 증류소 위스키의 브랜드명입니다. 오반은 상대적으로 균형잡힌 맛과 향을 가지고 있고 하일랜드 동부 지역의 달콤한 위스키와 서쪽 섬들의 강한 피트향의 위스키의 중간 정도라 할 수 있읍니다.,,,,,
895,896,위스키,,오크 크로스,영국,,,,700,43.0,,,정향나무 향신료의 노트와 살짝 가미된 바닐라와 과일향이 특징,,,,,
896,897,위스키,,오큰토션 12년,영국,,,,700,40.0,,,"세 번 증류하고 피트 향을 배제한 몰트를 사용한 오큰토션 위스키는 섬세하고 부드러운 풍미를 지닌다. 캐러멜과 풍부한 초목의 향기, 달콤하고 부드러운 감귤과 라임의 맛이 쌉싸래한 생강과 견과류 맛과 조화롭게 어우러진다.",,,,,
897,898,위스키,,오큰토션 18,영국,,,,700,43.0,,,,,,,,
898,899,위스키,,오큰토션쓰리우드,영국,,,,700,43.0,,,,,,,,
899,900,위스키,,올드 포레스터,미국,,,,700,50.0,,,올드 포레스터버번 특유의 섬세함을 살려 세계적인 극찬을 받은 버번위스키,,,,,
900,901,위스키,,올드파 12년,영국,,,,750,40.0,,,올드 파는 1871년에 글렌리스 형제에 의해 탄생했다. 이들 형제는 고품질의 블렌디드 스카치 위스키를 시장에 출시하는 데 있어 선구자 역할을 한 인물들이다. 이 시기는 위스키를 블렌딩하는 기술이 아직 발달하기 전이었지만 이들 형제는 끊임없이 새로운 실험을 했다.이들의 목표는 세상에서 한 번도 보지 못한 가장 훌륭한 스카치 위스키 브랜드를 만들어 내는 것이었다. 이들의 목표는 결코 쉬운 것이 아니었지만 참고 견딘 끝에 결국 탁월한 위스키 블렌딩 기법을 터득하게 되었다. 이들 형제의 성공은 올드 파 블렌딩 기법의 훌륭함을 증명하는 것이다. 글렌리스 형제는 자신들의 위스키가 영원히 사랑받기를 바라며 영국 역사상 최장수를 기록한 전설적인 인물 ‘토마스 파’의 애칭을 브랜드 네임으로 결정하였다,,,,,
901,902,위스키,,올드풀티니12년,영국,,,,750,40.0,,,,,,,,
902,903,위스키,,올드풀티니17년,영국,,,,700,46.0,,,"가을의황금빛벌판을연상시키는붉은빛이감도는호박색사과를연상시키는달콤함과바닐라,그리고배의풍미가시트러스와약간의우디,그리고버터스카치의힌트들과어우러짐풀바디,다양한꽃과바닐라를기본으로우러나오는진한달콤함과시트러스,토피,그리고벌집,퍼지캔디,달콤한씨리얼등의풍미가느껴지고,허브와찐득한오크의느낌이매우긴여운으로남음.",,,,,
903,904,위스키,,올드풀티니21년,영국,,,,700,46.0,,,"반짝이는황금빛호박색사과와배를연상시키는달콤한풀바디,스치듯다가오는향수느낌의스파이시스모키의힌트와함께우러나오는크리미,토피,바닐라,그리고구운사과의맛이아주좋은밸런스를보여주며,길고드라이한피니시로이어짐",,,,,
904,905,위스키,,와일드 터키 바틀인 본드,미국,,,,700,50.0,,,,,,,,
905,906,위스키,,와일드터키 13년,미국,,,,700,45.5,,,,,,,,
906,907,위스키,,와일드터키 8년,미국,,,,700,50.5,,,,,,,,
907,908,위스키,,와일드터키 라이,미국,,,,700,40.5,,,"와일드 터키 라이는 황금빛을 띄는 갈색에 국내에서 보기 힘든 라이 위스키이다. 민트와 그을린 오크, 바닐라에 노스다코타의 호밀 토스트 향을 느낄 수 있고 나무, 파인애플, 카라멜의 달콤한 맛과 미묘한 향신료가 여운을 남긴다.",,,,,
908,909,위스키,,와일드터키 레어브리드,미국,,,,700,54.1,,,와일드터키레어 브리드는 와일드터키 위스키중 위스키 원액으로 만든 고급 제품 입니다. 톡쏘는 듯한 매콤한 향과 짙은 오크향 그리고 부드러움을 가지고 있습니다.,,,,,
909,910,위스키,,와일드터키 롱브랜치,미국,,,,750,45.0,,,,,,,,
910,911,위스키,,와일드터키 켄터키 스피릿,미국,,,,750,50.5,,,,,,,,
911,912,위스키,,와일드터키101,미국,,,,750,50.5,,,,,,,,
912,913,위스키,,와일드터키12년,미국,,,,700,50.5,,,,,,,,
913,914,위스키,,와일드터키1894,미국,,,,700,45.0,,,,,,,,
914,915,위스키,,와일드터키코너스톤라이,미국,,,,700,54.5,,,,,,,,
915,916,위스키,,왕좌의게임 싱글몰트,영국,,,,700,40.0,,,,,,,,
916,917,위스키,,요트 클럽,영국,,,,700,40.0,,,,,,,,
917,918,위스키,,우드포드 리저브,미국,,,,700,43.2,,,"우드포드 리저브는 버번의 명가 브라운 포맨에서 정통 버번의 명맥을 잇고, 그 맛과 향을 되살려 내기 위해 만들기 시작한 제품이다세계 최고의 권위를 가진 ‘국제 와인 및 주류 품평회(IWSC)’에서 2001년에 금메달 수상하였다.부드럽고 강한 바닐라 향과 버터 스카치 캔디, 시나몬 향. 건포도, 너트, 당밀의 달콤한 맛이 오래 지속된다. 오크와 캐러멜, 과일 맛이 부드럽고 깨끗하고 깔끔하게 느껴진다.",,,,,
918,919,위스키,,우드포드리저브라이,미국,,,,750,43.2,,,"Made in the traditional style of Kentucky Ryes, Woodford Reserve Kentucky Straight Rye Whiskey delivers bold flavors of pepper and tobacco with a long fruit and sweetly spiced finish.",,,,,
919,920,위스키,,울프번 노스랜드,영국,,,,700,46.0,,,,,,,,
920,921,위스키,,울프번 랑스킵,영국,,,,700,46.0,,,,,,,,
921,922,위스키,,울프번 몰벤,영국,,,,700,46.0,,,,,,,,
922,923,위스키,,울프번 오로라,영국,,,,700,46.0,,,,,,,,
923,924,위스키,,워터포드 더 뀌베,영국,,,,700,50.0,,,,,,,,
924,925,위스키,,워터포드바이오다이나믹,영국,,,,700,50.0,,,,,,,,
925,926,위스키,,워터포드싱글팜오리진,아일랜드,,,,700,50.0,,,,,,,,
926,927,위스키,,워터포드싱글팜오리진,영국,,,,700,50.0,,,,,,,,
927,928,위스키,,워터포드오가닉가이아1.1,영국,,,,700,50.0,,,,,,,,
928,929,위스키,,윈저 17년,한국,,,,700,40.0,,,,,,,,
929,930,위스키,,윈저 시그니처12년,영국,,,,450,35.0,,,,,,,,
930,931,위스키,,윈저 시그니처17년,영국,,,,450,35.0,,,,,,,,
931,932,위스키,,윈저12년,영국,,,,450,40.0,,,,,,,,
932,933,위스키,,윈저21년,한국,,,,450,40.0,,,,,,,,
933,934,위스키,,윈저더블유아이스,영국,,,,500,40.0,,,,,,,,
934,935,위스키,,윈저블랙17년,영국,,,,450,40.0,,,,,,,,
935,936,위스키,,윌렛 팟스틸 리저브,미국,,,,450,47.0,,,,,,,,
936,937,위스키,,윌렛라이위스키,미국,,,,700,50.0,,,,,,,,
937,938,위스키,,이글레어10년  품절,미국,,,,750,45.0,,,,,,,,
938,939,위스키,,이와이,일본,,,,700,40.0,,,,,,,,
939,940,위스키,,이와이 트레디션,일본,,,,750,40.0,,,,,,,,
940,941,위스키,,인버하우스 35Y,영국,,,,750,43.0,,,"인버하우스는 1856년 하이랜드 지방 인버네스에서 윌리엄 데빗드슨 사가 세상에 출시한 것에서 시작한다. 현재는 로우랜드 지방 라나크샤의 에드리 마을에서 인버하우스 디스틸러즈사가 제품화하고 있다. 동사의 소재지는 원래 로우랜드 몰트인 모팩트 증류소였기 때문에 글렌 프라글라라는 온화한 몰트를 생산했는데, 1980년대 중반부터 증류를 중지하고 있다.그 증류소 자리를 본거로 하는 인버 하우스 사는 현재 하이랜드 몰트인 노크듀 증류소를 소유하고, 싱글 몰트로서 녹크듀와 안노크라는 브랜드를 발매하고 있다. 1893년 창업한 이 증류소는 중용 타입의 우수한 하이랜드 몰트를 생산했는데, 1983년에 일시조업을 중지한 후, 1989년에 증류를 재개했다. 이 몰트의 특징은 스카치 버터를 연상시키는 윤기있는 향, 달콤함과 과일향을 갖춘 부드러운 향미에 있다. 현재의 인버 하우스는 이 중용 타입의 우수한 하이랜드 몰트를 풍미의 중핵에 두고, 그 외 여러가지 몰트를 배합해서 부드러운 맛의 블렌디드 스카치를 만들고 있다.     인버 하우스라는 라벨 밑에 그린 프레이드라는 문자가 들어있는 병이 있는데, 이는 “녹색격자무늬의 쇼울""를 말한다. 윗 사진 오른쪽의 스탠더드 제품은 “소프트 어즈 어 키스""가 특색인 부드러운 맛. 12년산, 17년 산에는 부드러움에 원숙한 숙성감이 가미된 제품. 21년 산은 25년부터 26년간 숙성한 몰트 원액 20종류를 중심으로 배합한 것. 장기 숙성을 느끼게 하는 향기와 깊은 여운을 남기는 것이 특징. 25년 산은 25년부터 30년간 숙성한 몰트 원액 15종이 중심. 더욱 깊이 있는 맛을 즐길 수 있다. 35년 산은 엄선된 몰트 원액 20종을 배합한 것. 자기 숙성에서 우러나오는 향은 다른 어느 제품에서도 그 예를 찾아볼 수 없다.",,,,,
941,942,위스키,,일리악  C S,영국,,,,750,58.0,,,,,,,,
942,943,위스키,,일리악 싱글몰트,영구,,,,700,40.0,,,,,,,,
943,944,위스키,,임페리얼12년,대한민국,,,,700,40.0,,,,,,,,
944,945,위스키,,임페리얼17,영국,,,,450,40.0,,,,,,,,
945,946,위스키,,임페리얼17,영국,,,,450,40.0,,,,,,,,
946,947,위스키,,임페리얼21년,한국,,,,450,40.0,,,,,,,,
947,948,위스키,,임페리얼퀀텀19년,한국,,,,500,40.0,,,,,,,,
948,949,위스키,,잭다니엘,미국,,,,500,40.0,,, 미국 위스키는 곡류를 발효시켜 만든 양조주를 증류해 95% 이하의 알코올을 만든 다음 오크통에 2년 이상 숙성 한 다음 병입한 것으로 규정하고 있습니다.이런 미국 위스키 중에는 켄터기주 버번 지역에서 자라는 옥수수를 주원료로 만든 버번 위스키가 가장 유명한데 그 대표적인 것이 잭다니엘 입니다.,,,,,
949,950,위스키,,잭다니엘 싱글베럴,미국,,,,750,40.0,,,"잭다니엘 싱글베럴은 뛰어나고 중후한 맛이 특징이다. 특히 그을린 오크통의 향, 바닐라, 캬라멜 향이 강조되는데, 각각의 베럴에 사용된 참나무의 차이로 인해 그 베럴로부터 나온 한 병 한 병마다 맛, 향, 색깔이 오묘하게 다르다.      잭다니엘 싱글베럴은 제품 하나하나를 장인정신으로 만들고 시간이 많이 걸리기 때문에 생산량이 한정되어있어, 하루에 매우 한정된 양의 베럴만이 병입 된다. 디켄더 유리병마다 Mr. Jack Daniel의 서명이 새겨져 있으며 손으로 직접 라벨을 붙이고, 병마다 고유 배럴 넘버와 병입 날짜가 적혀 있다.",,,,,
950,951,위스키,,잭다니엘1.75L,미국,,,,700,40.0,,,미국 위스키는 곡류를 발효시켜 만든 양조주를 증류해 95% 이하의 알코올을 만든 다음 오크통에 2년 이상 숙성 한 다음 병입한 것으로 규정하고 있습니다.이런 미국 위스키 중에는 켄터기주 버번 지역에서 자라는 옥수수를 주원료로 만든 버번 위스키가 가장 유명한데 그 대표적인 것이 잭다니엘 입니다.,,,,,
951,952,위스키,,잭다니엘애플,미국,,,,1750,35.0,,,,,,,,
952,953,위스키,,잭다니엘허니,미국,,,,700,35.0,,,"잭 허니는 잭 다니엘 특유의 클래식한 풍미에 천연 벌꿀에서 느껴지는 부드러운 달콤함, 풍부한 견과류의 향을 더한 것이 특징인 제품이다. 기존 잭 다니엘스(40도)에 비해 낮아진 35도의 저도수 알코올로 기존 잭 다니엘스 마니아 뿐만 아니라 여성들에게까지 큰 사랑을 받고 있다.",,,,,
953,954,위스키,,제이앤비 레어,영국,,,,700,40.0,,,,,,,,
954,955,위스키,,제이앤비 리저브,영국,,,,700,40.0,,,,,,,,
955,956,위스키,,제이앤비 제트,영국,,,,500,40.0,,,,,,,,
956,957,위스키,,제임스 이페퍼 1776,미국,,,,375,50.0,,,,,,,,
957,958,위스키,,제임스 이페퍼 1776,미국,,,,700,58.6,,,,,,,,
958,959,위스키,,제임슨 12년 (품절),영국,,,,700,40.0,,,"1800년대 중반 스코틀랜드 블렌더들은 적은 비용으로 블렌딩 위스키를 만들었고 전통적인 퓨어 팟 스틸(Pure Pot Still) 기술을 사용하는 증류기를 가진 아일랜드는 경쟁이 안 되었다. 진정한 위스키에 대한 서로 다른 의견은 1908년 합법적인 조사가 최고조에 달하면서 양립되었다.이것은 위스키 역사에 큰 전환점이 되었다. 스코틀랜드 증류업자들은 위스키 제조 관련 법률로 인정된 그레인 위스키 소송에서 승소했다. 일반적인 아이리시 위스키와 제임슨은 오늘날 여전히 전통적인 퓨어 팟 스틸 생산 과정을 수십 년 계속 유지하고 있다. 또한 특별 한정판 위스키인 레드브레스트(Redbrest)를 고대 아이리시 위스키 제조 기술로 생산한다. 1966년 존 제임슨은 라이벌인 콕 브랜드, 존 파워와 함께 아일랜드 증류업자 그룹 ‘IDG(Ireland Distiller Group)’를 형성했다. IDG에 의해 건설된 새로운 미들턴 증류소는 아일랜드 내에서 판매되는 대부분의 위스키를 생산한다드라이하고 부드러운 곡물 향과 포도, 몰트가 입안을 감싼다. 우아한 바닐라와 흑설탕과 셰리가 은은하게 느껴진다. 그을린 나무의 달콤함과 스파이시, 헤이즐넛 향이 절묘하게 어울린다",,,,,
959,960,위스키,,제임슨 블랙배럴,아일랜드,,,,700,400.0,,,,,,,,
960,961,위스키,,제임슨아이리쉬,영국,,,,700,40.0,,,,,,,,
961,962,위스키,,제임슨캐스크메이츠,영국,,,,700,40.0,,,,,,,,
962,963,위스키,,젠틀맨 잭,미국,,,,700,40.0,,,"깔끔하고 부드러운 스타일의 술로 젠틀맨 잭이라는 이름이 붙게 되었다. 일반 잭 다니엘보다 단맛이 적고 과일 향과 새콤한 맛, 부드러움이 특징.",,,,,
963,964,위스키,,조니워커 킹조지5세,영국,,,,700,43.0,,,,,,,,
